#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

##########
#Empires
##########
e_rogas;Rogas;;;;;;;;;;;;;x
e_rogas_adj;Rogasi;;;;;;;;;;;;;x
e_pan;Pan;;;;;;;;;;;;;x
e_pan_adj;Pani;;;;;;;;;;;;;x
e_goshen;Goshen;;;;;;;;;;;;;x
e_goshen_adj;Goshenite;;;;;;;;;;;;;x
e_AGOT;AGOT Team;;;;;;;;;;;;;x
e_AGOT_adj;AGOT Team;;;;;;;;;;;;;x

##########
#Kingdoms
##########
k_abimelech;Abimelech;;;;;;;;;;;;;x
k_abimelech_adj;Abimelechi;;;;;;;;;;;;;x
k_ades;Ades;;;;;;;;;;;;;x
k_ades_adj;Ades;;;;;;;;;;;;;x
k_anin;Anin;;;;;;;;;;;;;x
k_anin_adj;Anin;;;;;;;;;;;;;x
k_basli;Basli;;;;;;;;;;;;;x
k_basli_adj;Basli;;;;;;;;;;;;;x
k_gawei;Gawei;;;;;;;;;;;;;x
k_gawei_adj;Gawei;;;;;;;;;;;;;x
k_grey_lands;Grey-lands;;;;;;;;;;;;;x
k_grey_lands_adj;Grey-Tribesman;;;;;;;;;;;;;x
k_hesen;Hesen;;;;;;;;;;;;;x
k_hesen_adj;Hesen;;;;;;;;;;;;;x
k_hunute;Hunute;;;;;;;;;;;;;x
k_hunute_adj;Hunutan;;;;;;;;;;;;;x
k_kalan;Kalan;;;;;;;;;;;;;x
k_kalan_adj;Kalani;;;;;;;;;;;;;x
k_levyt;Levyt;;;;;;;;;;;;;x
k_levyt_adj;Levytan;;;;;;;;;;;;;x
k_navo;Navo;;;;;;;;;;;;;x
k_navo_adj;Navo;;;;;;;;;;;;;x
k_rannu;Rannu;;;;;;;;;;;;;x
k_rannu_adj;Rannu;;;;;;;;;;;;;x
k_vitat;Vitat;;;;;;;;;;;;;x
k_vitat_adj;Vitat;;;;;;;;;;;;;x
k_yava;Yava;;;;;;;;;;;;;x
k_yava_adj;Yavan;;;;;;;;;;;;;x
k_zuvak;Zuvak;;;;;;;;;;;;;x
k_zuvak_adj;Zuvaki;;;;;;;;;;;;;x

########
#Duchies
########
d_abimelech_falls;Abimelech Falls;;;;;;;;;;;;;x
d_abimelech_falls_adj;Abimelechi;;;;;;;;;;;;;x
d_ades_coast;Ades Coast;;;;;;;;;;;;;x
