#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#Generic Castle Buildings
ca_defenses_1;Reinforced Gate;;;;;;;;;;;;;x
ca_defenses_1_desc;The Main gate has been reinforced with timber.;;;;;;;;;;;;;x
ca_defenses_2;Crenulations;;;;;;;;;;;;;x
ca_defenses_2_desc;In addition the the reinforced gate, crenulations have been added to the walls.;;;;;;;;;;;;;x
ca_defenses_3;Towers;;;;;;;;;;;;;x
ca_defenses_3_desc;In addition the the reinforced gate and crenulations, 2 towers have been added to the gate.;;;;;;;;;;;;;x
ca_defenses_4;Traps;;;;;;;;;;;;;x
ca_defenses_4_desc;In addition the the reinforced gate, crenulations, and towers, the outer grounds have been laced with traps.;;;;;;;;;;;;;x
ca_defenses_5;Full Defenses;;;;;;;;;;;;;x
ca_defenses_5_desc;In addition the the reinforced gate, crenulations, towers, and traps, a moat an draw bridge have been constructed.;;;;;;;;;;;;;x
ca_barracks_1;Tiny Barracks;;;;;;;;;;;;;x
ca_barracks_1_desc;A tiny barracks has been built.;;;;;;;;;;;;;x
ca_barracks_2;Small Barracks;;;;;;;;;;;;;x
ca_barracks_2_desc;A small barracks has been built.;;;;;;;;;;;;;x
ca_barracks_3;Barracks;;;;;;;;;;;;;x
ca_barracks_3_desc;A barracks has been built.;;;;;;;;;;;;;x
ca_barracks_4;Large Barracks;;;;;;;;;;;;;x
ca_barracks_4_desc;A large barracks has been built.;;;;;;;;;;;;;x
ca_barracks_5;Full Barracks;;;;;;;;;;;;;x
ca_barracks_5_desc;A full barracks has been built.;;;;;;;;;;;;;x
ca_a_barracks_1;Tiny Barracks;;;;;;;;;;;;;x
ca_a_barracks_1_desc;A tiny barracks has been built, drawing many Abimelech Warriors.;;;;;;;;;;;;;x
ca_a_barracks_2;Small Barracks;;;;;;;;;;;;;x
ca_a_barracks_2_desc;A small barracks has been built, drawing many Abimelech Warriors.;;;;;;;;;;;;;x
ca_a_barracks_3;Barracks;;;;;;;;;;;;;x
ca_a_barracks_3_desc;A barracks has been built, drawing many Abimelech Warriors.;;;;;;;;;;;;;x
ca_a_barracks_4;Large Barracks;;;;;;;;;;;;;x
ca_a_barracks_4_desc;A large barracks has been built, drawing many Abimelech Warriors.;;;;;;;;;;;;;x
ca_a_barracks_5;Full Barracks;;;;;;;;;;;;;x
ca_a_barracks_5_desc;A full barracks has been built, drawing many Abimelech Warriors.;;;;;;;;;;;;;x
ca_g_barracks_1;Tiny Barracks;;;;;;;;;;;;;x
ca_g_barracks_1_desc;A tiny barracks has been built, drawing many Gawei Spearmen.;;;;;;;;;;;;;x
ca_g_barracks_2;Small Barracks;;;;;;;;;;;;;x
ca_g_barracks_2_desc;A small barracks has been built, drawing many Gawei Spearmen.;;;;;;;;;;;;;x
ca_g_barracks_3;Barracks;;;;;;;;;;;;;x
ca_g_barracks_3_desc;A barracks has been built, drawing many Gawei Spearmen.;;;;;;;;;;;;;x
ca_g_barracks_4;Large Barracks;;;;;;;;;;;;;x
ca_g_barracks_4_desc;A large barracks has been built, drawing many Gawei Spearmen.;;;;;;;;;;;;;x
ca_g_barracks_5;Full Barracks;;;;;;;;;;;;;x
ca_g_barracks_5_desc;A full barracks has been built, drawing many Gawei Spearmen.;;;;;;;;;;;;;x
ca_bowyer_1;Tiny Bowyer and Practice range;;;;;;;;;;;;;x
